Game,Console,Publisher,Developer,Critic Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update_ Real
Dragon Ball Z: Burst Limit,X360_b,Atari,Dimps Corporation,7.3,0.49m,0.24m,0.18m,0.03m,0.05m,10th Jun 08,10th Jun 08
Crazy Taxi,GC_b,Acclaim Entertainment,Hitmaker,7.2,0.49m,0.36m,0.09m,0.02m,0.01m,17th Nov 01,17th Nov 01
Alone in the Dark,X360_b,Atari,Eden Studios,6.3,0.49m,0.14m,0.30m,0.00m,0.05m,23rd Jun 08,23rd Jun 08
Atelier Rorona: Alchemist of Arland,PS3_b,NIS America,Gust,6.4,0.48m,0.22m,0.10m,0.11m,0.05m,24th Jun 14,24th Jun 14
Dark Sector,X360_b,D3 Publisher,Digital Extremes,7.1,0.48m,0.22m,0.20m,0.01m,0.05m,25th Mar 08,25th Mar 08
Harvest Moon 64,N64_b,Natsume,Toy Box Studios,7.8,0.48m,0.25m,0.06m,0.11m,0.06m,30th Nov 99,30th Nov 99
Crazy Taxi: Fare Wars,PSP_b,Sega,Sniper Studios,6.3,0.48m,0.10m,0.23m,0.02m,0.13m,07th Aug 07,07th Aug 07
Sonic Lost World,3DS_b,Sega,Dimps Corporation,5.2,0.48m,0.22m,0.15m,0.07m,0.04m,29th Oct 13,07th Apr 18
Children of Mana,DS_b,Nintendo,Next Entertainment,7,0.48m,0.16m,0.01m,0.29m,0.01m,01st Nov 06,01st Nov 06
Fantavision,PS2_b,Sony Computer Entertainment,SCEI,8,0.47m,0.14m,0.11m,0.19m,0.04m,25th Oct 00,25th Oct 00
Alien Trilogy,PS_b,Acclaim Entertainment,Probe Entertainment Limited,8,0.47m,0.24m,0.16m,0.04m,0.03m,01st Sep 97,01st Sep 97
Luigi's Mansion,3DS_b,Nintendo,GREZZO,7.3,0.47m,0.19m,0.16m,0.09m,0.03m,12th Oct 18,03rd Aug 20
Dynasty Warriors Gundam,PS3_b,Namco Bandai,Omega Force,6.4,0.47m,0.14m,0.01m,0.31m,0.02m,28th Aug 07,28th Aug 07
Dark Sector,PS3_b,D3 Publisher,Digital Extremes,7.2,0.47m,0.23m,0.16m,0.01m,0.07m,25th Mar 08,25th Mar 08
James Bond 007: Blood Stone,X360_b,Activision,Bizarre Creations,6.2,0.47m,0.20m,0.23m,0.00m,0.05m,02nd Nov 10,02nd Nov 10
F.E.A.R. 2: Project Origin,PS3_b,Warner Bros. Interactive,Monolith Productions,8.2,0.47m,0.19m,0.20m,0.01m,0.08m,10th Feb 09,10th Feb 09
Unreal Tournament III,X360_b,Midway Games,Epic Games,7.8,0.47m,0.25m,0.17m,0.01m,0.05m,07th Jul 08,07th Jul 08
2010 FIFA World Cup South Africa,PSP_b,EA Sports,EA Canada,6.8,0.47m,0.09m,0.23m,0.03m,0.12m,27th Apr 10,27th Apr 10
Dead Space Extraction,Wii_b,Electronic Arts,Visceral Games,8.2,0.47m,0.32m,0.10m,0.01m,0.04m,28th Sep 09,28th Sep 09
Viva Pinata: Trouble in Paradise,X360_b,Microsoft Game Studios,Rare Ltd.,8.5,0.47m,0.16m,0.25m,0.01m,0.05m,02nd Sep 08,02nd Sep 08
Silent Hill: Shattered Memories,Wii_b,Konami,Climax Group,7.3,0.47m,0.22m,0.19m,0.01m,0.05m,08th Dec 09,08th Dec 09
FlingSmash,Wii_b,Nintendo,Artoon,3.8,0.47m,0.37m,0.01m,0.07m,0.02m,07th Nov 10,07th Nov 10
Final Fantasy Crystal Chronicles: Echoes of Time,DS_b,Square Enix,Square Enix,7.7,0.47m,0.12m,0.06m,0.27m,0.02m,24th Mar 09,24th Mar 09
Detective Pikachu,3DS_b,Nintendo,Creatures Inc.,7.1,0.47m,0.15m,0.17m,0.12m,0.03m,23rd Mar 18,12th Jan 18
Knack 2,PS4_b,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.47m,0.14m,0.25m,0.01m,0.07m,05th Sep 17,23rd Sep 18
Two Worlds II,PS3_b,SouthPeak Interactive,Reality Pump,6.5,0.47m,0.26m,0.10m,0.06m,0.04m,25th Jan 11,25th Jan 11
Sonic Mania,NS_b,Sega,PagodaWest Games,8.8,0.47m,0.23m,0.18m,0.01m,0.04m,15th Aug 17,23rd Dec 17
Classic NES Series: Pac-Man,GBA_b,Nintendo,Nintendo,5.7,0.46m,0.25m,0.09m,0.12m,0.01m,02nd Jun 04,02nd Jun 04
Red Faction: Armageddon,PS3_b,THQ,Volition Inc.,7,0.46m,0.20m,0.15m,0.03m,0.07m,07th Jun 11,07th Jun 11
Need for Speed: Hot Pursuit,Wii_b,Electronic Arts,Exient Entertainment,5,0.46m,0.17m,0.24m,0.00m,0.05m,16th Nov 10,16th Nov 10
Mario Sports Superstars,3DS_b,Nintendo,Namco Bandai Games,6,0.46m,0.18m,0.12m,0.13m,0.03m,24th Mar 17,20th Jan 18
Hyrule Warriors: Definitive Edition,NS_b,Nintendo,Omega Force,8,0.46m,0.21m,0.15m,0.07m,0.03m,18th May 18,30th Dec 19
.hack//Outbreak Part 3,PS2_b,Bandai,CyberConnect2,7.1,0.46m,0.14m,0.11m,0.17m,0.04m,09th Sep 03,09th Sep 03
Enter the Matrix,GC_b,Atari,Shiny Entertainment,6.5,0.45m,0.34m,0.09m,0.02m,0.01m,14th May 03,14th May 03
Bleach: The Blade of Fate,DS_b,Sega,"Treasure Co., Ltd.",8.2,0.45m,0.29m,0.01m,0.12m,0.03m,09th Oct 07,09th Oct 07
Phantasy Star Online Episode I & II,GC_b,Sega,Sonic Team,8.2,0.45m,0.23m,0.06m,0.16m,0.01m,29th Oct 02,29th Oct 02
Burnout Dominator,PSP_b,Electronic Arts,Criterion Games,7.8,0.45m,0.02m,0.38m,0.01m,0.05m,06th Mar 07,06th Mar 07
Dynasty Warriors: Strikeforce,PSP_b,Tecmo Koei,Omega Force,6.4,0.45m,0.03m,0.02m,0.38m,0.02m,28th Apr 09,28th Apr 09
F.E.A.R. 3,PS3_b,Warner Bros. Interactive,Day 1 Studios,7.8,0.45m,0.21m,0.16m,0.01m,0.07m,21st Jun 11,21st Jun 11
PES 2009: Pro Evolution Soccer,Wii_b,Konami,Konami,8.4,0.45m,0.09m,0.26m,0.05m,0.05m,17th Mar 09,17th Mar 09
F.E.A.R. 3,X360_b,Warner Bros. Interactive,Day 1 Studios,7.8,0.45m,0.30m,0.11m,0.01m,0.04m,21st Jun 11,21st Jun 11
Vandal Hearts,PS_b,Konami,Konami Computer Entertainment Tokyo,7.7,0.45m,0.14m,0.09m,0.19m,0.03m,27th Mar 97,27th Mar 97
Virtua Tennis 4,PS3_b,Sega,Sega-AM2,6.4,0.45m,0.09m,0.24m,0.03m,0.08m,10th May 11,10th May 11
Sid Meier's Civilization Revolution,DS_b,2K Games,Firaxis,8.2,0.45m,0.37m,0.03m,0.02m,0.03m,08th Jul 08,08th Jul 08
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP_b,Sony Computer Entertainment,Slant Six Games,7.5,0.45m,0.17m,0.13m,0.06m,0.09m,16th Feb 10,16th Feb 10
Shin Megami Tensei: Devil Survivor Overclocked,3DS_b,Atlus,Career Soft,7.6,0.44m,0.34m,0.01m,0.06m,0.04m,23rd Aug 11,14th Jan 18
Hey! Pikmin,3DS_b,Nintendo,Arzest,6.8,0.44m,0.17m,0.08m,0.17m,0.03m,28th Jul 17,03rd Feb 18
Chocobo Racing,PS_b,Square EA,SquareSoft,5.4,0.44m,0.07m,0.05m,0.30m,0.03m,31st Jul 99,31st Jul 99
Star Fox: Zero,WiiU_b,Nintendo,Nintendo EPD,6.7,0.44m,0.20m,0.12m,0.09m,0.03m,22nd Apr 16,18th Nov 18
Tetris Axis,3DS_b,Nintendo,Hudson Soft,7.8,0.44m,0.20m,0.14m,0.06m,0.03m,02nd Oct 11,02nd Oct 11
Samurai Warriors 3,Wii_b,Nintendo,Omega Force,5.1,0.44m,0.09m,0.02m,0.32m,0.01m,27th Sep 10,27th Sep 10
Yu-Gi-Oh! 5D's Tag Force 4,PSP_b,Konami,Konami,7,0.44m,0.19m,0.07m,0.12m,0.05m,17th Nov 09,17th Nov 09
2014 FIFA World Cup Brazil,X360_b,EA Sports,EA Canada,7.3,0.44m,0.15m,0.25m,0.00m,0.03m,15th Apr 14,22nd Mar 18
Eternal Sonata,PS3_b,Namco Bandai,Tri-Crescendo,8.3,0.44m,0.19m,0.12m,0.07m,0.05m,21st Oct 08,21st Oct 08
Hyperdimension Neptunia,PS3_b,NIS America,Compile Heart,5.3,0.44m,0.22m,0.10m,0.07m,0.04m,15th Feb 11,15th Feb 11
The Darkness,X360_b,2K Games,Starbreeze,8.3,0.44m,0.36m,0.04m,0.01m,0.03m,25th Jun 07,25th Jun 07
007: Quantum of Solace,PS2_b,Activision,Treyarch,7.8,0.43m,0.17m,0.00m,0.00m,0.26m,04th Nov 08,04th Nov 08
OkamiDen,DS_b,Capcom,Capcom,8.3,0.43m,0.21m,0.07m,0.13m,0.02m,15th Mar 11,15th Mar 11
Mischief Makers,N64_b,Nintendo,"Treasure Co., Ltd.",6.5,0.43m,0.25m,0.06m,0.07m,0.06m,01st Oct 97,01st Oct 97
Castlevania: Dawn of Sorrow,DS_b,Konami,Konami,8.9,0.43m,0.34m,0.03m,0.03m,0.03m,04th Oct 05,04th Oct 05
NBA 2K18,NS_b,2K Sports,Visual Concepts,7.5,0.43m,0.30m,0.06m,0.03m,0.04m,19th Sep 17,05th Jan 18
Doom (2016),NS_b,Bethesda Softworks,id Software,8.2,0.43m,0.24m,0.15m,0.01m,0.04m,10th Nov 17,05th Jan 18
Atelier Totori: The Adventurer of Arland,PS3_b,NIS America,Gust,7.8,0.43m,0.12m,0.07m,0.21m,0.03m,27th Sep 11,27th Sep 11
Def Jam Icon,PS3_b,Electronic Arts,Unknown,6.6,0.43m,0.16m,0.19m,0.00m,0.07m,06th Mar 07,06th Mar 07
Sin and Punishment: Star Successor,Wii_b,Nintendo,"Treasure Co., Ltd.",8.4,0.43m,0.19m,0.14m,0.06m,0.03m,27th Jun 10,27th Jun 10
2010 FIFA World Cup South Africa,Wii_b,EA Sports,EA Canada,6.8,0.42m,0.23m,0.15m,0.01m,0.04m,27th Apr 10,27th Apr 10
Castlevania: Curse of Darkness,PS2_b,Konami,Konami,7.2,0.42m,0.18m,0.14m,0.05m,0.05m,01st Nov 05,01st Nov 05
Vanquish,X360_b,Sega,PlatinumGames,8.3,0.42m,0.19m,0.16m,0.03m,0.04m,19th Oct 10,19th Oct 10
Castlevania: The Dracula X Chronicles,PSP_b,Konami,Konami,8,0.42m,0.22m,0.09m,0.04m,0.07m,23rd Oct 07,23rd Oct 07
Zack & Wiki: Quest for Barbaros' Treasure,Wii_b,Capcom,Capcom,8.7,0.42m,0.18m,0.16m,0.03m,0.04m,23rd Oct 07,23rd Oct 07
Zone of the Enders: The 2nd Runner,PS2_b,Konami,Konami Computer Entertainment Japan,8.6,0.41m,0.15m,0.12m,0.11m,0.04m,10th Mar 03,10th Mar 03
BlazBlue: Continuum Shift,PS3_b,Aksys Games,Arc System Works,8.7,0.41m,0.21m,0.08m,0.09m,0.04m,27th Jul 10,27th Jul 10
Ogre Battle 64: Person of Lordly Caliber,N64_b,Atlus,Quest Corporation,9.1,0.41m,0.10m,0.02m,0.25m,0.04m,07th Oct 00,07th Oct 00
NiGHTS: Journey of Dreams,Wii_b,Sega,Sonic Team,7,0.41m,0.32m,0.02m,0.04m,0.03m,18th Dec 07,18th Dec 07
Armored Core,PS_b,Sony Computer Entertainment,From Software,7.2,0.41m,0.13m,0.09m,0.16m,0.03m,31st Oct 97,31st Oct 97
Katamari Forever,PS3_b,Namco Bandai,Bandai Namco Games,7.3,0.41m,0.26m,0.05m,0.06m,0.04m,22nd Sep 09,22nd Sep 09
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS_b,Nintendo,Nintendo EPD,7,0.41m,0.16m,0.15m,0.06m,0.03m,14th Sep 18,19th Nov 18
Battlefield 2: Modern Combat,X360_b,Electronic Arts,Digtal Illusions,7.8,0.41m,0.35m,0.02m,0.01m,0.03m,11th Apr 06,11th Apr 06
Rune Factory 3: A Fantasy Harvest Moon,DS_b,Natsume,Neverland Company,8,0.41m,0.26m,0.03m,0.10m,0.02m,09th Nov 10,09th Nov 10
Overlord,X360_b,Codemasters,Triumph Studios,7.7,0.40m,0.34m,0.03m,0.01m,0.03m,26th Jun 07,26th Jun 07
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS_b,Konami,Konami,7.5,0.40m,0.27m,0.01m,0.09m,0.03m,19th May 09,19th May 09
Castlevania: Portrait of Ruin,DS_b,Konami,Konami,8.5,0.40m,0.31m,0.02m,0.04m,0.03m,05th Dec 06,05th Dec 06
No More Heroes 2: Desperate Struggle,Wii_b,Ubisoft,Grasshopper Manufacture,8.5,0.40m,0.20m,0.11m,0.04m,0.03m,26th Jan 10,26th Jan 10
Combat of Giants: Dinosaurs 3D,3DS_b,Ubisoft,Ubisoft,4.3,0.39m,0.25m,0.07m,0.05m,0.03m,22nd Mar 11,22nd Mar 11
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii_b,Square Enix,Square Enix,6.7,0.39m,0.21m,0.08m,0.08m,0.03m,26th Dec 09,26th Dec 09
NBA Live 09,PSP_b,Electronic Arts,EA Canada,6.1,0.39m,0.23m,0.07m,0.03m,0.06m,07th Oct 08,07th Oct 08
Dungeon Siege III,PS3_b,Square Enix,Obsidian Entertainment,7.3,0.39m,0.17m,0.13m,0.03m,0.06m,21st Jun 11,21st Jun 11
Chibi-Robo! Plug into Adventure!,GC_b,Nintendo,skip Ltd.,7.4,0.39m,0.23m,0.06m,0.09m,0.01m,06th Feb 06,06th Feb 06
Advance Wars: Dual Strike,DS_b,Nintendo,Intelligent Systems,9,0.39m,0.30m,0.03m,0.04m,0.03m,22nd Aug 05,22nd Aug 05
LocoRoco,PSP_b,Sony Computer Entertainment,SCE Japan Studio,8.1,0.39m,0.14m,0.05m,0.16m,0.03m,05th Sep 06,17th Sep 18
Red Faction: Armageddon,X360_b,THQ,Volition Inc.,7.1,0.39m,0.18m,0.16m,0.01m,0.04m,07th Jun 11,07th Jun 11
Hitman: Blood Money,X360_b,Eidos Interactive,IO Interactive,8.1,0.39m,0.29m,0.06m,0.01m,0.03m,30th May 06,30th May 06
Metal Gear Solid: Snake Eater 3D,3DS_b,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,0.39m,0.15m,0.12m,0.10m,0.02m,21st Feb 12,05th Aug 18
Wii Sports Club,WiiU_b,Nintendo,Nintendo,6.7,0.38m,0.17m,0.14m,0.04m,0.03m,25th Jul 14,14th Mar 18
Ghost Trick: Phantom Detective,DS_b,Capcom,Capcom,8.2,0.38m,0.17m,0.08m,0.12m,0.02m,11th Jan 11,11th Jan 11
Grandia Xtreme,PS2_b,Enix,Game Arts,6.7,0.38m,0.07m,0.05m,0.25m,0.02m,30th Sep 02,30th Sep 02
Pro Evolution Soccer 2011 3D,3DS_b,Konami,Konami,7.5,0.38m,0.11m,0.13m,0.11m,0.02m,25th Mar 11,25th Mar 11
Pok̩mon Channel,GC_b,Nintendo,Ambrella,5.2,0.38m,0.24m,0.06m,0.07m,0.01m,01st Dec 03,01st Dec 03
Hatsune Miku: Project Mirai DX,3DS_b,Sega,Sega,7.5,0.38m,0.20m,0.04m,0.11m,0.03m,08th Sep 15,29th May 18
EA Sports MMA,PS3_b,EA Sports,EA Tiburon,7.6,0.37m,0.16m,0.14m,0.01m,0.06m,19th Oct 10,19th Oct 10
Burnout Paradise Remastered,PS4_b,Electronic Arts,Stellar Entertainment,8,0.37m,0.08m,0.22m,0.01m,0.06m,16th Mar 18,24th Feb 18
Shin Megami Tensei IV: Apocalypse,3DS_b,Atlus,Atlus,8.1,0.37m,0.15m,0.05m,0.16m,0.02m,20th Sep 16,29th May 18
Dungeon Siege III,X360_b,Square Enix,Obsidian Entertainment,7.2,0.37m,0.21m,0.12m,0.01m,0.03m,21st Jun 11,21st Jun 11
Tomb Raider: Legend,X360_b,Eidos Interactive,Crystal Dynamics,8.1,0.37m,0.27m,0.07m,0.01m,0.03m,11th Apr 06,11th Apr 06
Rune Factory: Frontier,Wii_b,Xseed Games,Neverland Company,7.9,0.37m,0.16m,0.13m,0.04m,0.03m,17th Mar 09,17th Mar 09
Sonic Lost World,WiiU_b,Sega,Sonic Team,6,0.37m,0.20m,0.13m,0.01m,0.03m,29th Oct 13,07th Apr 18
Fragile Dreams: Farewell Ruins of the Moon,Wii_b,Xseed Games,Tri-Crescendo,6.7,0.37m,0.16m,0.12m,0.06m,0.03m,16th Mar 10,16th Mar 10
Wanted: Weapons of Fate,X360_b,Warner Bros. Interactive,GRIN,6.2,0.37m,0.17m,0.15m,0.00m,0.04m,24th Mar 09,24th Mar 09
Castlevania: Order of Ecclesia,DS_b,Konami,Konami,8.2,0.37m,0.27m,0.03m,0.04m,0.03m,21st Oct 08,21st Oct 08
Tekken Hybrid,PS3_b,Namco,Namco Bandai Games,4,0.36m,0.21m,0.07m,0.04m,0.04m,22nd Nov 11,22nd Nov 11
LocoRoco 2,PSP_b,Sony Computer Entertainment,SCE Japan Studio,8.5,0.36m,0.21m,0.09m,0.01m,0.05m,10th Feb 09,17th Sep 18
BlazBlue: Calamity Trigger,X360_b,Aksys Games,Arc System Works,8.5,0.36m,0.21m,0.08m,0.04m,0.03m,30th Jun 09,30th Jun 09
The Wonderful 101,WiiU_b,Nintendo,PlatinumGames,8,0.36m,0.15m,0.11m,0.08m,0.02m,15th Sep 13,14th Mar 18
Nintendo Labo: Toy-Con 02 Robot Kit,NS_b,Nintendo,Nintendo EPD,7,0.36m,0.18m,0.08m,0.08m,0.03m,20th Apr 18,18th Nov 18
Harvest Moon: The Tale of Two Towns,3DS_b,Natsume,Marvelous Interactive,6.3,0.36m,0.28m,0.00m,0.05m,0.02m,01st Nov 11,07th Jan 18
Formula 1 Championship Edition,PS_b,Sony Computer Entertainment,Bizarre Creations,8.5,0.36m,0.06m,0.04m,0.23m,0.02m,30th Sep 97,30th Sep 97
Trauma Center: Under the Knife,DS_b,Atlus,Atlus Co.,8,0.36m,0.30m,0.01m,0.02m,0.03m,04th Oct 05,04th Oct 05
Suikoden V,PS2_b,Konami,Hudson Soft,7.9,0.35m,0.08m,0.06m,0.19m,0.02m,21st Mar 06,21st Mar 06
Call of Duty: Ghosts,WiiU_b,Activision,Infinity Ward,8.8,0.35m,0.22m,0.09m,0.01m,0.03m,05th Nov 13,21st Mar 18
Dragon Ball Z: Extreme Butoden,3DS_b,Namco Bandai Games,Arc System Works,5,0.35m,0.13m,0.03m,0.17m,0.02m,20th Oct 15,17th Jan 18
Persona 2: Eternal Punishment,PS_b,Atlus,Atlus Co.,8.7,0.35m,0.03m,0.02m,0.28m,0.02m,22nd Dec 00,22nd Dec 00
Dead or Alive 5 Last Round,PS4_b,Tecmo Koei,Team Ninja,7.1,0.35m,0.09m,0.13m,0.09m,0.04m,17th Feb 15,20th Nov 18
Terminator Salvation,X360_b,Warner Bros. Interactive,Halcyon,5.2,0.35m,0.13m,0.18m,0.00m,0.04m,19th May 09,19th May 09
EverGrace,PS2_b,Agetec,From Software,6.2,0.35m,0.10m,0.08m,0.15m,0.03m,24th Oct 00,24th Oct 00
Def Jam Icon,X360_b,Electronic Arts,Unknown,6.3,0.35m,0.30m,0.01m,0.00m,0.03m,06th Mar 07,06th Mar 07
Dynasty Warriors 5 Empires,PS2_b,KOEI,Omega Force,6.3,0.34m,0.11m,0.09m,0.12m,0.03m,28th Mar 06,28th Mar 06
Battalion Wars 2,Wii_b,Nintendo,Kuju Entertainment,7.7,0.34m,0.22m,0.02m,0.08m,0.02m,29th Oct 07,29th Oct 07
Trauma Center: Second Opinion,Wii_b,Atlus,Atlus Co.,8.2,0.34m,0.28m,0.01m,0.03m,0.03m,14th Nov 06,14th Nov 06
Star Ocean: Second Evolution,PSP_b,Square Enix,TOSE Software,8,0.34m,0.14m,0.02m,0.16m,0.02m,20th Jan 09,20th Jan 09
Tenchu Z,X360_b,Microsoft,K2 LLC,5.7,0.34m,0.27m,0.02m,0.02m,0.03m,12th Jun 07,12th Jun 07
Lord of Arcana,PSP_b,Square Enix,Square Enix,4.7,0.34m,0.08m,0.05m,0.17m,0.04m,25th Jan 11,25th Jan 11
Dynasty Warriors 6 Empires,PS3_b,KOEI,Omega Force,6.4,0.34m,0.14m,0.03m,0.15m,0.02m,23rd Jun 09,23rd Jun 09
The Eye of Judgment,PS3_b,Sony Computer Entertainment,SCE Japan Studio,7.5,0.34m,0.28m,0.00m,0.02m,0.03m,24th Oct 07,16th Sep 18
Dynasty Warriors: Gundam 2,PS2_b,Namco Bandai,Omega Force,4.9,0.34m,0.04m,0.03m,0.25m,0.01m,21st Apr 09,21st Apr 09
Dead or Alive 5,X360_b,Tecmo Koei,Team Ninja,7.6,0.33m,0.20m,0.08m,0.03m,0.03m,25th Sep 12,23rd Jan 18
Bomberman World,PS_b,Atlus,Hudson Soft,6.5,0.33m,0.06m,0.04m,0.22m,0.02m,22nd Sep 98,22nd Sep 98
Mega Man ZX Advent,DS_b,Capcom,Inti Creates,7.6,0.33m,0.22m,0.00m,0.09m,0.02m,23rd Oct 07,23rd Oct 07
Street Fighter Alpha 3 MAX,PSP_b,Capcom,Capcom,7.8,0.33m,0.27m,0.01m,0.02m,0.03m,07th Feb 06,07th Feb 06
Ninja Blade,X360_b,Microsoft,From Software,6.7,0.33m,0.14m,0.14m,0.02m,0.03m,07th Apr 09,07th Apr 09
Klonoa 2: Lunatea's Veil,PS2_b,Namco,Namco,9.4,0.33m,0.12m,0.10m,0.08m,0.03m,25th Jul 01,25th Jul 01
Etrian Odyssey,DS_b,Atlus,Atlus Co. / Lancarse,7.4,0.33m,0.19m,0.03m,0.09m,0.02m,15th May 07,15th May 07
Fracture,X360_b,LucasArts,Day 1 Studios,4,0.33m,0.15m,0.14m,0.00m,0.04m,07th Oct 08,07th Oct 08
NBA 2K10,PSP_b,2K Sports,Visual Concepts,5.5,0.33m,0.30m,0.00m,0.00m,0.03m,06th Oct 09,06th Oct 09
Planet Puzzle League,DS_b,Nintendo,Intelligent Systems,8.6,0.33m,0.14m,0.01m,0.16m,0.01m,04th Jun 07,04th Jun 07
Classic NES Series: Castlevania,GBA_b,Nintendo,Konami,7.4,0.33m,0.17m,0.06m,0.09m,0.01m,25th Oct 04,25th Oct 04
Disgaea 2: Cursed Memories,PS2_b,NIS America,Nippon Ichi Software,7.9,0.33m,0.09m,0.07m,0.15m,0.02m,29th Aug 06,29th Aug 06
Clock Tower 3,PS2_b,Capcom,SunSoft,7,0.33m,0.10m,0.08m,0.12m,0.03m,18th Mar 03,18th Mar 03
Resonance of Fate,X360_b,Sega,tri-Ace,7.4,0.33m,0.12m,0.13m,0.06m,0.03m,16th Mar 10,16th Mar 10
Kirby: Battle Royale,3DS_b,Nintendo,HAL Laboratory,6,0.33m,0.07m,0.05m,0.20m,0.01m,19th Jan 18,03rd Jan 18
Capcom Classics Collection Reloaded,PSP_b,Capcom,Capcom,7.1,0.33m,0.26m,0.00m,0.03m,0.03m,24th Oct 06,24th Oct 06
Tokyo Mirage Sessions #FE,WiiU_b,Nintendo,Atlus,8,0.33m,0.17m,0.06m,0.08m,0.02m,24th Jun 16,23rd Jul 20
Dr. Mario / Puzzle League,GBA_b,Nintendo,Intelligent Systems,7.5,0.33m,0.12m,0.04m,0.16m,0.01m,28th Nov 05,28th Nov 05
Final Fantasy XI: Wings of the Goddess,X360_b,Square Enix,Square Enix,6.5,0.32m,0.28m,0.00m,0.02m,0.03m,20th Nov 07,20th Nov 07
Elebits,Wii_b,Konami,Konami,7.3,0.32m,0.22m,0.01m,0.08m,0.02m,12th Dec 06,12th Dec 06
Dead Rising 2: Off the Record,PS3_b,Capcom,Blue Castle Games,7.1,0.32m,0.11m,0.08m,0.10m,0.03m,11th Oct 11,11th Oct 11
Eternal Sonata,X360_b,Namco Bandai,Tri-Crescendo,7.9,0.32m,0.19m,0.04m,0.08m,0.02m,17th Sep 07,17th Sep 07
Shin Megami Tensei: Persona 2: Innocent Sin,PSP_b,Atlus,Atlus Co.,7,0.32m,0.14m,0.04m,0.11m,0.04m,20th Sep 11,20th Sep 11
Operation Flashpoint: Red River,PS3_b,Codemasters,Codemasters,6.8,0.32m,0.06m,0.14m,0.07m,0.05m,07th Jun 11,07th Jun 11
Final Fantasy XI: Online,PS2_b,Square Enix,Square Enix,8.4,0.32m,0.08m,0.06m,0.15m,0.02m,21st Sep 04,22nd Apr 18
Bleach: Shattered Blade,Wii_b,Sega,Polygon Magic,5.3,0.32m,0.21m,0.01m,0.08m,0.02m,09th Oct 07,09th Oct 07
Beautiful Katamari,X360_b,Namco Bandai,Now Production,7.3,0.32m,0.14m,0.02m,0.15m,0.02m,16th Oct 07,16th Oct 07
Chibi-Robo! Zip Lash,3DS_b,Nintendo,Nintendo,5.5,0.32m,0.14m,0.09m,0.07m,0.02m,09th Oct 15,14th Jan 18
Folklore,PS3_b,Sony Computer Entertainment,Game Republic,7.5,0.32m,0.20m,0.04m,0.05m,0.03m,09th Oct 07,09th Oct 07
Test Drive Unlimited,X360_b,Atari,Eden Studios,8,0.32m,0.23m,0.04m,0.02m,0.02m,05th Sep 06,05th Sep 06
Singularity,X360_b,Activision,Raven Software,7.7,0.32m,0.24m,0.04m,0.00m,0.03m,29th Jun 10,29th Jun 10
BlazBlue: Continuum Shift,X360_b,Aksys Games,Arc System Works,8.6,0.32m,0.23m,0.04m,0.02m,0.02m,27th Jul 10,27th Jul 10
Bust-A-Move Universe,3DS_b,Square Enix,Arika,5.6,0.31m,0.08m,0.15m,0.06m,0.02m,27th Mar 11,27th Mar 11
Catherine,X360_b,Atlus,Atlus,7.9,0.31m,0.20m,0.06m,0.03m,0.02m,26th Jul 11,12th Sep 18
Namco Museum: Virtual Arcade,X360_b,Namco Bandai,Namco Bandai Games,7,0.31m,0.27m,0.01m,0.01m,0.02m,04th Nov 08,04th Nov 08
Fuel,X360_b,Codemasters,Asobo Studio,6.6,0.31m,0.09m,0.18m,0.00m,0.04m,02nd Jun 09,05th Aug 20
Mega Man Zero Collection,DS_b,Capcom,Inti Creates,7.5,0.31m,0.17m,0.01m,0.11m,0.02m,08th Jun 10,08th Jun 10
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS_b,Konami,Konami,7.6,0.31m,0.18m,0.02m,0.09m,0.02m,23rd Feb 10,23rd Feb 10
Silent Hill: Shattered Memories,PSP_b,Konami,Climax Group,7.8,0.31m,0.09m,0.13m,0.01m,0.07m,19th Jan 10,19th Jan 10
NBA Live 08,PSP_b,Electronic Arts,EA Canada,6.8,0.31m,0.28m,0.00m,0.00m,0.02m,01st Oct 07,01st Oct 07
The King of Fighters XIII,PS3_b,Atlus,SNK Playmore Corporation,7.8,0.30m,0.17m,0.07m,0.04m,0.03m,22nd Nov 11,22nd Nov 11
Tom Clancy's Splinter Cell 3D,3DS_b,Ubisoft,Gameloft,8,0.30m,0.14m,0.07m,0.07m,0.02m,10th Apr 11,10th Apr 11
Monopoly for Nintendo Switch,NS_b,Ubisoft,Engine Software,5.3,0.30m,0.06m,0.22m,0.01m,0.02m,31st Oct 17,28th Jan 19
Resident Evil Archives: Resident Evil,Wii_b,Capcom,Capcom Production Studio 4,7.6,0.30m,0.16m,0.04m,0.08m,0.02m,23rd Jun 09,23rd Jun 09
Magna Carta 2,X360_b,Namco Bandai,SoftMax,6.6,0.30m,0.13m,0.07m,0.07m,0.02m,13th Oct 09,13th Oct 09
Dynasty Warriors 6,X360_b,KOEI,Omega Force,6.2,0.30m,0.15m,0.06m,0.06m,0.02m,19th Feb 08,19th Feb 08
