Game,Console,Publisher,Developer,Critic Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last_Update__Real
Dead or Alive Xtreme Beach Volleyball,XB_b,Tecmo,Team Ninja,6.6,590000,360000,80000,140000,20000,22nd Jan 03,0
WarioWare D.I.Y.,DS_b,Nintendo,Intelligent Systems,8.3,590000,170000,180000,200000,40000,28th Mar 10,0
Silent Hill: Shattered Memories,PS2_b,Konami,Climax Group,8,590000,130000,220000,10000,230000,19th Jan 10,0
Madden NFL 06,X360_b,EA Sports,EA Tiburon,7.7,590000,540000,0,10000,30000,16th Nov 05,0
Blur,X360_b,Activision,Bizarre Creations,8.3,590000,250000,270000,0,60000,25th May 10,0
Alice: Madness Returns,PS3_b,Electronic Arts,Spicy Horse,6.7,590000,220000,240000,40000,80000,14th Jun 11,0
Harvest Moon: Friends of Mineral Town,GBA_b,Natsume,TOSE Software,7.6,590000,340000,130000,110000,10000,17th Nov 03,0
Final Fantasy Explorers,3DS_b,Square Enix,Square Enix,7.3,590000,170000,100000,290000,30000,26th Jan 16,712
LEGO Worlds,NS_b,Warner Bros. Interactive Entertainment,Traveller's Tales,5,580000,210000,330000,0,40000,05th Sep 17,172
Diablo,PS_b,Electronic Arts,Climax Group,8.3,580000,290000,190000,70000,40000,01st Jan 98,0
Tom Clancy's HAWX,X360_b,Ubisoft,Ubisoft Romania,6.9,580000,310000,190000,20000,60000,03rd Mar 09,0
International Superstar Soccer '98,N64_b,Konami,Konami Computer Entertainment Osaka,9.1,580000,60000,300000,190000,30000,15th Sep 98,0
Final Fantasy: The 4 Heroes of Light,DS_b,Square Enix,Matrix Software,7.2,580000,220000,100000,230000,30000,05th Oct 10,0
Kirby and the Rainbow Curse,WiiU_b,Nintendo,HAL Laboratory,8.2,580000,260000,140000,130000,40000,20th Feb 15,1124
Disney Magic World 2,3DS_b,Nintendo,High Horse Entertainment,7.5,580000,70000,250000,230000,20000,14th Oct 16,450
Disgaea 4: A Promise Unforgotten,PS3_b,NIS America,Nippon Ichi Software,7.9,580000,270000,110000,140000,60000,06th Sep 11,0
BlazBlue: Calamity Trigger,PS3_b,Aksys Games,Arc System Works,8.5,570000,360000,100000,60000,60000,30th Jun 09,0
Ultra Street Fighter II: The Final Challengers,NS_b,Capcom,Capcom,7,570000,220000,220000,90000,40000,26th May 17,222
Harvest Moon: The Tale of Two Towns,DS_b,Natsume,Marvelous Interactive,6.3,570000,270000,60000,220000,30000,20th Sep 11,0
Beyond The Beyond,PS_b,Sony Computer Entertainment,Camelot Software Planning,4.8,570000,110000,80000,350000,40000,31st Aug 96,0
Harvest Moon: Sunshine Islands,DS_b,Natsume,Marvelous Interactive,9,570000,350000,30000,170000,30000,10th Nov 09,0
Top Spin 3,PS3_b,2K Sports,Pam Development,7.8,570000,80000,370000,0,120000,23rd Jun 08,0
Resident Evil Outbreak File #2,PS2_b,Capcom,CapcomÂ ProductionÂ StudioÂ 1,5.8,570000,190000,150000,170000,50000,26th Apr 05,0
Breath of Fire IV,PS_b,Capcom,Capcom,8.4,560000,110000,80000,340000,40000,28th Nov 00,0
Everybody's Golf,PS4_b,Sony Interactive Entertainment,Clap Hanz,8.1,560000,120000,220000,170000,60000,29th Aug 17,390
Odin Sphere,PS2_b,Atlus,Vanillaware,8,560000,230000,180000,90000,60000,22nd May 07,4247
Final Fantasy IV: The Complete Collection,PSP_b,Square Enix,Matrix Software,8,560000,130000,90000,270000,60000,19th Apr 11,0
Tom Clancy's HAWX,PS3_b,Ubisoft,Ubisoft Romania,7.5,560000,210000,220000,50000,90000,03rd Mar 09,0
Xenoblade Chronicles,3DS_b,Nintendo,Monolith Soft,8.6,560000,240000,150000,130000,40000,10th Apr 15,1009
Tetris Party Deluxe,Wii_b,Majesco,"Tetris Online, Inc",7.3,560000,330000,160000,20000,50000,01st Jun 10,0
Metroid: Samus Returns,3DS_b,Nintendo,Mercury Steam,9.1,560000,300000,150000,70000,50000,15th Sep 17,371
Resident Evil 2,N64_b,Capcom,Angel Studios,9,560000,390000,90000,70000,10000,31st Oct 99,0
Enslaved: Odyssey to the West,PS3_b,Namco Bandai,Ninja Theory,7.9,560000,240000,230000,10000,80000,05th Oct 10,0
No More Heroes,Wii_b,Ubisoft,Grasshopper Manufacture,8.2,560000,290000,170000,40000,50000,22nd Jan 08,0
Lunar: Silver Star Story Complete,PS_b,Working Designs,Game Arts,7.6,550000,270000,180000,60000,40000,28th May 99,0
Metal Gear Solid 3: Subsistence,PS2_b,Konami,Kojima Productions,9.4,550000,340000,10000,150000,60000,14th Mar 06,0
Poochy & Yoshi's Woolly World,3DS_b,Nintendo,Good-Feel,7.5,550000,200000,160000,170000,30000,03rd Feb 17,338
Disgaea 3: Absence of Justice,PS3_b,NIS America,Nippon Ichi Software,7.8,550000,360000,30000,110000,50000,26th Aug 08,0
Donkey Kong Jungle Climber,DS_b,Nintendo,Paon Corporation,7.8,550000,250000,30000,240000,30000,10th Sep 07,0
ModNation Racers,PSP_b,Sony Computer Entertainment,SCE San Diego Studio,7.7,540000,110000,270000,20000,140000,25th May 10,2808
Dynasty Warriors: Gundam 3,PS3_b,Tecmo Koei,Omega Force,6.5,540000,110000,50000,360000,20000,28th Jun 11,0
Bulletstorm,PS3_b,Electronic Arts,People Can Fly,8.4,540000,240000,200000,10000,90000,22nd Feb 11,0
Enslaved: Odyssey to the West,X360_b,Namco Bandai,Ninja Theory,8,540000,300000,190000,0,50000,05th Oct 10,0
NBA Live 10,PS3_b,EA Sports,EA Canada,7.9,540000,460000,30000,10000,50000,06th Oct 09,0
Hotel Dusk: Room 215,DS_b,Nintendo,Cing,8,540000,260000,40000,220000,30000,22nd Jan 07,0
Dragon Ball Z: Ultimate Tenkaichi,X360_b,Namco Bandai,Spike,6,540000,390000,100000,10000,50000,25th Oct 11,0
Valkyria Chronicles II,PSP_b,Sega,Sega WOW Overworks,8.1,540000,120000,160000,180000,90000,31st Aug 10,0
Bust A Groove,PS_b,989 Studios,Metro,7.7,540000,90000,60000,350000,40000,31st Oct 98,0
Fire Emblem: Path of Radiance,GC_b,Nintendo,Intelligent Systems,8.6,540000,290000,80000,160000,10000,17th Oct 05,0
METRO 2033,X360_b,THQ,4a-games,7.4,540000,220000,230000,30000,50000,16th Mar 10,0
Mario Tennis Ultra Smash,WiiU_b,Nintendo,Camelot Software Planning,6.1,540000,160000,200000,150000,30000,20th Nov 15,851
Tactics Ogre: Let Us Cling Together,PSP_b,Square Enix,Square Enix,9,540000,150000,70000,270000,50000,15th Feb 11,0
Two Worlds II,X360_b,SouthPeak Interactive,Reality Pump,6.5,540000,400000,70000,30000,40000,25th Jan 11,0
Sacred 2: Fallen Angel,X360_b,CDV Software Entertainment,Ascaron Entertainment,7,540000,290000,160000,40000,50000,11th May 09,0
Time Crisis: Razing Storm,PS3_b,Namco Bandai,Nex Entertainment,5.8,540000,180000,210000,70000,80000,19th Oct 10,0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii_b,Capcom,Eighting,8.3,540000,300000,160000,30000,50000,26th Jan 10,0
Dragon Ball: Fusions,3DS_b,Namco Bandai Games,Ganbarion,6.3,540000,170000,90000,240000,30000,22nd Nov 16,417
Rune Factory: A Fantasy Harvest Moon,DS_b,Natsume,Neverland Company,8.1,530000,350000,10000,140000,30000,14th Aug 07,0
Clock Tower,PS_b,ASCII Entertainment,Human Entertainment,6.1,530000,70000,50000,380000,30000,30th Sep 97,0
Phoenix Wright: Ace Attorney - Justice for All,DS_b,Capcom,Capcom,7.6,530000,210000,40000,260000,30000,16th Jan 07,0
Excite Truck,Wii_b,Nintendo,Monster Games Inc.,7,530000,390000,30000,80000,40000,19th Nov 06,0
Sonic & Sega All-Stars Racing Transformed,WiiU_b,Sega,Sumo Digital,6.9,530000,190000,280000,20000,40000,18th Nov 12,2855
Terminator Salvation,PS3_b,Warner Bros. Interactive,GRIN,5,530000,130000,290000,10000,100000,19th May 09,0
Star Fox Command,DS_b,Nintendo,Nintendo EAD / Q-Games,7.2,530000,380000,10000,100000,40000,28th Aug 06,0
Silent Hill: Origins,PSP_b,Konami,Climax Group,7.8,520000,220000,160000,40000,100000,06th Nov 07,0
Mystery Dungeon: Shiren the Wanderer,DS_b,Sega,ChunSoft,7.1,520000,170000,0,330000,20000,04th Mar 08,0
GT Pro Series,Wii_b,Ubisoft,MTO,3.7,520000,460000,10000,20000,40000,14th Nov 06,0
F.E.A.R. 2: Project Origin,X360_b,Warner Bros. Interactive,Monolith Productions,7.9,520000,320000,150000,0,50000,10th Feb 09,0
Metal Gear Solid 2: Substance,PS2_b,Konami,Konami Computer Entertainment Japan,8.5,520000,180000,140000,160000,50000,03rd Mar 03,0
The 3rd Birthday,PSP_b,Square Enix,HexaDrive,7,520000,130000,70000,270000,50000,29th Mar 11,0
Rune Factory 2: A Fantasy Harvest Moon,DS_b,Natsume,Neverland Company,7.9,520000,320000,30000,150000,30000,18th Nov 08,0
Way of the Samurai 3,PS3_b,Agetec,Acquire,6.5,520000,180000,80000,220000,40000,13th Oct 09,0
Lair,PS3_b,Sony Computer Entertainment,Factor 5,5.5,510000,360000,40000,80000,40000,30th Aug 07,0
SoulCalibur: Broken Destiny,PSP_b,Namco Bandai,Project Soul,8,510000,120000,200000,70000,120000,01st Sep 09,0
Pro Evolution Soccer 2010,Wii_b,Konami,Konami,8.1,510000,120000,270000,60000,50000,10th Nov 09,0
Bleach: Soul Resurreccion,PS3_b,NIS America,Eighting,6.7,510000,270000,110000,70000,60000,03rd Aug 11,0
Dynasty Warriors,PSP_b,Tecmo Koei,Omega Force,6.6,510000,180000,0,300000,20000,17th Mar 05,0
Dragon Ball: Raging Blast,X360_b,Namco Bandai,Spike,5.8,510000,360000,80000,20000,40000,10th Nov 09,0
Fire Emblem Warriors,NS_b,Nintendo,Omega Force,7.3,510000,220000,140000,100000,40000,20th Oct 17,1017
R.U.S.E.,PS3_b,Ubisoft,Eugen Systems,8,500000,180000,220000,20000,80000,07th Sep 10,0
Picross DS,DS_b,Nintendo,Jupiter Multimedia,8.4,500000,170000,20000,300000,20000,30th Jul 07,0
Tactics Ogre: The Knight of Lodis,GBA_b,Atlus,Quest Corporation,8.5,500000,130000,50000,310000,10000,11th May 02,0
Hometown Story,3DS_b,Natsume,Toy Box,5.5,500000,290000,130000,40000,40000,22nd Oct 13,1543
Dead or Alive Ultimate,XB_b,Tecmo,Team Ninja,8.1,500000,300000,100000,80000,20000,26th Oct 04,0
PokÃ©mon Art Academy,3DS_b,Nintendo,Headstrong Games,7.8,500000,180000,120000,170000,30000,24th Oct 14,1378
Epic Mickey: Power of Illusion,3DS_b,Disney Interactive Studios,DreamRift,6.6,500000,360000,50000,40000,40000,18th Nov 12,1876
Picross 3D,DS_b,Nintendo,HAL Laboratory,8.7,500000,280000,30000,160000,30000,03rd May 10,0
Alice: Madness Returns,X360_b,Electronic Arts,Spicy Horse,6.9,500000,270000,150000,40000,40000,14th Jun 11,0
Super Monkey Ball 3D,3DS_b,Sega,Sega,5.7,500000,260000,150000,50000,40000,27th Mar 11,0
Wet,X360_b,Bethesda Softworks,Artificial Mind and Movement,6.9,500000,230000,210000,10000,50000,15th Sep 09,0
Spider-Man 2,DS_b,Activision,Vicarious Visions,6.1,500000,410000,20000,30000,40000,16th Nov 04,0
Steel Diver,3DS_b,Nintendo,Nintendo EAD,5.6,500000,310000,100000,50000,40000,27th Mar 11,0
Resident Evil: The Mercenaries 3D,3DS_b,Capcom,Capcom,6.3,490000,160000,170000,130000,30000,28th Jun 11,0
Dynasty Warriors: Gundam 2,PS3_b,Namco Bandai,Omega Force,5.9,490000,90000,70000,320000,30000,21st Apr 09,0
Tony Hawk's Project 8,X360_b,Activision,Neversoft Entertainment,8.4,490000,440000,20000,0,40000,07th Nov 06,0
Story of Seasons: Trio of Towns,3DS_b,Marvelous Interactive,Marvelous Entertainment,7.9,490000,190000,60000,220000,30000,28th Feb 17,456
Fire Emblem: Radiant Dawn,Wii_b,Nintendo,Intelligent Systems,7.7,490000,270000,30000,170000,30000,05th Nov 07,0
Mario Golf: World Tour,3DS_b,Nintendo,Camelot Software Planning,8.1,490000,140000,150000,180000,30000,02nd May 14,1346
Ace Combat: Assault Horizon,X360_b,Namco Bandai,Project ACES,7,490000,300000,120000,30000,40000,11th Oct 11,0
Asphalt 3D,3DS_b,Ubisoft,Konami,4,490000,270000,160000,20000,40000,22nd Mar 11,0
Kane & Lynch 2: Dog Days,X360_b,Square Enix,IO Interactive,6.4,490000,200000,230000,10000,50000,17th Aug 10,0
Animal Crossing: Amiibo Festival,WiiU_b,Nintendo,"Nd Cube Co., Ltd.",4.8,490000,230000,120000,100000,40000,13th Nov 15,816
Dragon Ball Z: Burst Limit,X360_b,Atari,Dimps Corporation,7.3,490000,240000,180000,30000,50000,10th Jun 08,0
Crazy Taxi,GC_b,Acclaim Entertainment,Hitmaker,7.2,490000,360000,90000,20000,10000,17th Nov 01,0
Alone in the Dark,X360_b,Atari,Eden Studios,6.3,490000,140000,300000,0,50000,23rd Jun 08,0
Atelier Rorona: Alchemist of Arland,PS3_b,NIS America,Gust,6.4,480000,220000,100000,110000,50000,24th Jun 14,0
Dark Sector,X360_b,D3 Publisher,Digital Extremes,7.1,480000,220000,200000,10000,50000,25th Mar 08,0
Harvest Moon 64,N64_b,Natsume,Toy Box Studios,7.8,480000,250000,60000,110000,60000,30th Nov 99,0
Crazy Taxi: Fare Wars,PSP_b,Sega,Sniper Studios,6.3,480000,100000,230000,20000,130000,07th Aug 07,0
Sonic Lost World,3DS_b,Sega,Dimps Corporation,5.2,480000,220000,150000,70000,40000,29th Oct 13,1620
Children of Mana,DS_b,Nintendo,Next Entertainment,7,480000,160000,10000,290000,10000,01st Nov 06,0
Fantavision,PS2_b,Sony Computer Entertainment,SCEI,8,470000,140000,110000,190000,40000,25th Oct 00,0
Alien Trilogy,PS_b,Acclaim Entertainment,Probe Entertainment Limited,8,470000,240000,160000,40000,30000,01st Sep 97,0
Luigi's Mansion,3DS_b,Nintendo,GREZZO,7.3,470000,190000,160000,90000,30000,12th Oct 18,660
Dynasty Warriors Gundam,PS3_b,Namco Bandai,Omega Force,6.4,470000,140000,10000,310000,20000,28th Aug 07,0
Dark Sector,PS3_b,D3 Publisher,Digital Extremes,7.2,470000,230000,160000,10000,70000,25th Mar 08,0
James Bond 007: Blood Stone,X360_b,Activision,Bizarre Creations,6.2,470000,200000,230000,0,50000,02nd Nov 10,0
F.E.A.R. 2: Project Origin,PS3_b,Warner Bros. Interactive,Monolith Productions,8.2,470000,190000,200000,10000,80000,10th Feb 09,0
Unreal Tournament III,X360_b,Midway Games,Epic Games,7.8,470000,250000,170000,10000,50000,07th Jul 08,0
2010 FIFA World Cup South Africa,PSP_b,EA Sports,EA Canada,6.8,470000,90000,230000,30000,120000,27th Apr 10,0
Dead Space Extraction,Wii_b,Electronic Arts,Visceral Games,8.2,470000,320000,100000,10000,40000,28th Sep 09,0
Viva Pinata: Trouble in Paradise,X360_b,Microsoft Game Studios,Rare Ltd.,8.5,470000,160000,250000,10000,50000,02nd Sep 08,0
Silent Hill: Shattered Memories,Wii_b,Konami,Climax Group,7.3,470000,220000,190000,10000,50000,08th Dec 09,0
FlingSmash,Wii_b,Nintendo,Artoon,3.8,470000,370000,10000,70000,20000,07th Nov 10,0
Final Fantasy Crystal Chronicles: Echoes of Time,DS_b,Square Enix,Square Enix,7.7,470000,120000,60000,270000,20000,24th Mar 09,0
Detective Pikachu,3DS_b,Nintendo,Creatures Inc.,7.1,470000,150000,170000,120000,30000,23rd Mar 18,-71
Knack 2,PS4_b,Sony Interactive Entertainment,SIE Japan Studio,6.7,470000,140000,250000,10000,70000,05th Sep 17,383
Two Worlds II,PS3_b,SouthPeak Interactive,Reality Pump,6.5,470000,260000,100000,60000,40000,25th Jan 11,0
Sonic Mania,NS_b,Sega,PagodaWest Games,8.8,470000,230000,180000,10000,40000,15th Aug 17,130
Classic NES Series: Pac-Man,GBA_b,Nintendo,Nintendo,5.7,460000,250000,90000,120000,10000,02nd Jun 04,0
Red Faction: Armageddon,PS3_b,THQ,Volition Inc.,7,460000,200000,150000,30000,70000,07th Jun 11,0
Need for Speed: Hot Pursuit,Wii_b,Electronic Arts,Exient Entertainment,5,460000,170000,240000,0,50000,16th Nov 10,0
Mario Sports Superstars,3DS_b,Nintendo,Namco Bandai Games,6,460000,180000,120000,130000,30000,24th Mar 17,301
Hyrule Warriors: Definitive Edition,NS_b,Nintendo,Omega Force,8,460000,210000,150000,70000,30000,18th May 18,591
.hack//Outbreak Part 3,PS2_b,Bandai,CyberConnect2,7.1,460000,140000,110000,170000,40000,09th Sep 03,0
Enter the Matrix,GC_b,Atari,Shiny Entertainment,6.5,450000,340000,90000,20000,10000,14th May 03,0
Bleach: The Blade of Fate,DS_b,Sega,"Treasure Co., Ltd.",8.2,450000,290000,10000,120000,30000,09th Oct 07,0
Phantasy Star Online Episode I & II,GC_b,Sega,Sonic Team,8.2,450000,230000,60000,160000,10000,29th Oct 02,0
Burnout Dominator,PSP_b,Electronic Arts,Criterion Games,7.8,450000,20000,380000,10000,50000,06th Mar 07,0
Dynasty Warriors: Strikeforce,PSP_b,Tecmo Koei,Omega Force,6.4,450000,30000,20000,380000,20000,28th Apr 09,0
F.E.A.R. 3,PS3_b,Warner Bros. Interactive,Day 1 Studios,7.8,450000,210000,160000,10000,70000,21st Jun 11,0
PES 2009: Pro Evolution Soccer,Wii_b,Konami,Konami,8.4,450000,90000,260000,50000,50000,17th Mar 09,0
F.E.A.R. 3,X360_b,Warner Bros. Interactive,Day 1 Studios,7.8,450000,300000,110000,10000,40000,21st Jun 11,0
Vandal Hearts,PS_b,Konami,Konami Computer Entertainment Tokyo,7.7,450000,140000,90000,190000,30000,27th Mar 97,0
Virtua Tennis 4,PS3_b,Sega,Sega-AM2,6.4,450000,90000,240000,30000,80000,10th May 11,0
Sid Meier's Civilization Revolution,DS_b,2K Games,Firaxis,8.2,450000,370000,30000,20000,30000,08th Jul 08,0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP_b,Sony Computer Entertainment,Slant Six Games,7.5,450000,170000,130000,60000,90000,16th Feb 10,0
Shin Megami Tensei: Devil Survivor Overclocked,3DS_b,Atlus,Career Soft,7.6,440000,340000,10000,60000,40000,23rd Aug 11,2333
Hey! Pikmin,3DS_b,Nintendo,Arzest,6.8,440000,170000,80000,170000,30000,28th Jul 17,189
Chocobo Racing,PS_b,Square EA,SquareSoft,5.4,440000,70000,50000,300000,30000,31st Jul 99,0
Star Fox: Zero,WiiU_b,Nintendo,Nintendo EPD,6.7,440000,200000,120000,90000,30000,22nd Apr 16,940
Tetris Axis,3DS_b,Nintendo,Hudson Soft,7.8,440000,200000,140000,60000,30000,02nd Oct 11,0
Samurai Warriors 3,Wii_b,Nintendo,Omega Force,5.1,440000,90000,20000,320000,10000,27th Sep 10,0
Yu-Gi-Oh! 5D's Tag Force 4,PSP_b,Konami,Konami,7,440000,190000,70000,120000,50000,17th Nov 09,0
2014 FIFA World Cup Brazil,X360_b,EA Sports,EA Canada,7.3,440000,150000,250000,0,30000,15th Apr 14,1436
Eternal Sonata,PS3_b,Namco Bandai,Tri-Crescendo,8.3,440000,190000,120000,70000,50000,21st Oct 08,0
Hyperdimension Neptunia,PS3_b,NIS America,Compile Heart,5.3,440000,220000,100000,70000,40000,15th Feb 11,0
The Darkness,X360_b,2K Games,Starbreeze,8.3,440000,360000,40000,10000,30000,25th Jun 07,0
007: Quantum of Solace,PS2_b,Activision,Treyarch,7.8,430000,170000,0,0,260000,04th Nov 08,0
OkamiDen,DS_b,Capcom,Capcom,8.3,430000,210000,70000,130000,20000,15th Mar 11,0
Mischief Makers,N64_b,Nintendo,"Treasure Co., Ltd.",6.5,430000,250000,60000,70000,60000,01st Oct 97,0
Castlevania: Dawn of Sorrow,DS_b,Konami,Konami,8.9,430000,340000,30000,30000,30000,04th Oct 05,0
NBA 2K18,NS_b,2K Sports,Visual Concepts,7.5,430000,300000,60000,30000,40000,19th Sep 17,107
Doom (2016),NS_b,Bethesda Softworks,id Software,8.2,430000,240000,150000,10000,40000,10th Nov 17,55
Atelier Totori: The Adventurer of Arland,PS3_b,NIS America,Gust,7.8,430000,120000,70000,210000,30000,27th Sep 11,0
Def Jam Icon,PS3_b,Electronic Arts,Unknown,6.6,430000,160000,190000,0,70000,06th Mar 07,0
Sin and Punishment: Star Successor,Wii_b,Nintendo,"Treasure Co., Ltd.",8.4,430000,190000,140000,60000,30000,27th Jun 10,0
2010 FIFA World Cup South Africa,Wii_b,EA Sports,EA Canada,6.8,420000,230000,150000,10000,40000,27th Apr 10,0
Castlevania: Curse of Darkness,PS2_b,Konami,Konami,7.2,420000,180000,140000,50000,50000,01st Nov 05,0
Vanquish,X360_b,Sega,PlatinumGames,8.3,420000,190000,160000,30000,40000,19th Oct 10,0
Castlevania: The Dracula X Chronicles,PSP_b,Konami,Konami,8,420000,220000,90000,40000,70000,23rd Oct 07,0
Zack & Wiki: Quest for Barbaros' Treasure,Wii_b,Capcom,Capcom,8.7,420000,180000,160000,30000,40000,23rd Oct 07,0
Zone of the Enders: The 2nd Runner,PS2_b,Konami,Konami Computer Entertainment Japan,8.6,410000,150000,120000,110000,40000,10th Mar 03,0
BlazBlue: Continuum Shift,PS3_b,Aksys Games,Arc System Works,8.7,410000,210000,80000,90000,40000,27th Jul 10,0
Ogre Battle 64: Person of Lordly Caliber,N64_b,Atlus,Quest Corporation,9.1,410000,100000,20000,250000,40000,07th Oct 00,0
NiGHTS: Journey of Dreams,Wii_b,Sega,Sonic Team,7,410000,320000,20000,40000,30000,18th Dec 07,0
Armored Core,PS_b,Sony Computer Entertainment,From Software,7.2,410000,130000,90000,160000,30000,31st Oct 97,0
Katamari Forever,PS3_b,Namco Bandai,Bandai Namco Games,7.3,410000,260000,50000,60000,40000,22nd Sep 09,0
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS_b,Nintendo,Nintendo EPD,7,410000,160000,150000,60000,30000,14th Sep 18,66
Battlefield 2: Modern Combat,X360_b,Electronic Arts,Digtal Illusions,7.8,410000,350000,20000,10000,30000,11th Apr 06,0
Rune Factory 3: A Fantasy Harvest Moon,DS_b,Natsume,Neverland Company,8,410000,260000,30000,100000,20000,09th Nov 10,0
Overlord,X360_b,Codemasters,Triumph Studios,7.7,400000,340000,30000,10000,30000,26th Jun 07,0
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS_b,Konami,Konami,7.5,400000,270000,10000,90000,30000,19th May 09,0
Castlevania: Portrait of Ruin,DS_b,Konami,Konami,8.5,400000,310000,20000,40000,30000,05th Dec 06,0
No More Heroes 2: Desperate Struggle,Wii_b,Ubisoft,Grasshopper Manufacture,8.5,400000,200000,110000,40000,30000,26th Jan 10,0
Combat of Giants: Dinosaurs 3D,3DS_b,Ubisoft,Ubisoft,4.3,390000,250000,70000,50000,30000,22nd Mar 11,0
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii_b,Square Enix,Square Enix,6.7,390000,210000,80000,80000,30000,26th Dec 09,0
NBA Live 09,PSP_b,Electronic Arts,EA Canada,6.1,390000,230000,70000,30000,60000,07th Oct 08,0
Dungeon Siege III,PS3_b,Square Enix,Obsidian Entertainment,7.3,390000,170000,130000,30000,60000,21st Jun 11,0
Chibi-Robo! Plug into Adventure!,GC_b,Nintendo,skip Ltd.,7.4,390000,230000,60000,90000,10000,06th Feb 06,0
Advance Wars: Dual Strike,DS_b,Nintendo,Intelligent Systems,9,390000,300000,30000,40000,30000,22nd Aug 05,0
LocoRoco,PSP_b,Sony Computer Entertainment,SCE Japan Studio,8.1,390000,140000,50000,160000,30000,05th Sep 06,4392
Red Faction: Armageddon,X360_b,THQ,Volition Inc.,7.1,390000,180000,160000,10000,40000,07th Jun 11,0
Hitman: Blood Money,X360_b,Eidos Interactive,IO Interactive,8.1,390000,290000,60000,10000,30000,30th May 06,0
Metal Gear Solid: Snake Eater 3D,3DS_b,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,390000,150000,120000,100000,20000,21st Feb 12,2356
Wii Sports Club,WiiU_b,Nintendo,Nintendo,6.7,380000,170000,140000,40000,30000,25th Jul 14,1327
Ghost Trick: Phantom Detective,DS_b,Capcom,Capcom,8.2,380000,170000,80000,120000,20000,11th Jan 11,0
Grandia Xtreme,PS2_b,Enix,Game Arts,6.7,380000,70000,50000,250000,20000,30th Sep 02,0
Pro Evolution Soccer 2011 3D,3DS_b,Konami,Konami,7.5,380000,110000,130000,110000,20000,25th Mar 11,0
PokÃ©mon Channel,GC_b,Nintendo,Ambrella,5.2,380000,240000,60000,70000,10000,01st Dec 03,0
Hatsune Miku: Project Mirai DX,3DS_b,Sega,Sega,7.5,380000,200000,40000,110000,30000,08th Sep 15,993
EA Sports MMA,PS3_b,EA Sports,EA Tiburon,7.6,370000,160000,140000,10000,60000,19th Oct 10,0
Burnout Paradise Remastered,PS4_b,Electronic Arts,Stellar Entertainment,8,370000,80000,220000,10000,60000,16th Mar 18,-21
Shin Megami Tensei IV: Apocalypse,3DS_b,Atlus,Atlus,8.1,370000,150000,50000,160000,20000,20th Sep 16,616
Dungeon Siege III,X360_b,Square Enix,Obsidian Entertainment,7.2,370000,210000,120000,10000,30000,21st Jun 11,0
Tomb Raider: Legend,X360_b,Eidos Interactive,Crystal Dynamics,8.1,370000,270000,70000,10000,30000,11th Apr 06,0
Rune Factory: Frontier,Wii_b,Xseed Games,Neverland Company,7.9,370000,160000,130000,40000,30000,17th Mar 09,0
Sonic Lost World,WiiU_b,Sega,Sonic Team,6,370000,200000,130000,10000,30000,29th Oct 13,1620
Fragile Dreams: Farewell Ruins of the Moon,Wii_b,Xseed Games,Tri-Crescendo,6.7,370000,160000,120000,60000,30000,16th Mar 10,0
Wanted: Weapons of Fate,X360_b,Warner Bros. Interactive,GRIN,6.2,370000,170000,150000,0,40000,24th Mar 09,0
Castlevania: Order of Ecclesia,DS_b,Konami,Konami,8.2,370000,270000,30000,40000,30000,21st Oct 08,0
Tekken Hybrid,PS3_b,Namco,Namco Bandai Games,4,360000,210000,70000,40000,40000,22nd Nov 11,0
LocoRoco 2,PSP_b,Sony Computer Entertainment,SCE Japan Studio,8.5,360000,210000,90000,10000,50000,10th Feb 09,3505
BlazBlue: Calamity Trigger,X360_b,Aksys Games,Arc System Works,8.5,360000,210000,80000,40000,30000,30th Jun 09,0
The Wonderful 101,WiiU_b,Nintendo,PlatinumGames,8,360000,150000,110000,80000,20000,15th Sep 13,1640
Nintendo Labo: Toy-Con 02 Robot Kit,NS_b,Nintendo,Nintendo EPD,7,360000,180000,80000,80000,30000,20th Apr 18,212
Harvest Moon: The Tale of Two Towns,3DS_b,Natsume,Marvelous Interactive,6.3,360000,280000,0,50000,20000,01st Nov 11,2256
Formula 1 Championship Edition,PS_b,Sony Computer Entertainment,Bizarre Creations,8.5,360000,60000,40000,230000,20000,30th Sep 97,0
Trauma Center: Under the Knife,DS_b,Atlus,Atlus Co.,8,360000,300000,10000,20000,30000,04th Oct 05,0
Suikoden V,PS2_b,Konami,Hudson Soft,7.9,350000,80000,60000,190000,20000,21st Mar 06,0
Call of Duty: Ghosts,WiiU_b,Activision,Infinity Ward,8.8,350000,220000,90000,10000,30000,05th Nov 13,1596
Dragon Ball Z: Extreme Butoden,3DS_b,Namco Bandai Games,Arc System Works,5,350000,130000,30000,170000,20000,20th Oct 15,818
Persona 2: Eternal Punishment,PS_b,Atlus,Atlus Co.,8.7,350000,30000,20000,280000,20000,22nd Dec 00,0
Dead or Alive 5 Last Round,PS4_b,Tecmo Koei,Team Ninja,7.1,350000,90000,130000,90000,40000,17th Feb 15,1372
