Game,Console,Publisher,Developer,Critic_Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Last_Update__Real,Release_Date
World_Soccer_Winning_Eleven_9,PS2_b,Konami,Konami_Computer_Entertainment_Tokyo,8.9,4060000,120000,2260000,900000,770000,0,9528
Street_Fighter_Alpha_3_MAX,PSP_b,Capcom,Capcom,7.8,330000,270000,10000,20000,30000,0,9528
Resident_Evil:_Deadly_Silence,DS_b,Capcom,Capcom,6.7,260000,110000,20000,110000,10000,0,9528
The_Rub_Rabbits!,DS_b,Sega,Sonic_Team,7.3,70000,30000,0,40000,0,0,9534
Fight_Night_Round_3,X360_b,EA_Sports,EA_Chicago,8.6,1470000,1330000,30000,10000,100000,0,9541
Black,PS2_b,Electronic_Arts,Criterion_Games,7.7,1250000,1010000,40000,30000,160000,0,9549
Samurai_Warriors:_State_of_War,PSP_b,KOEI,Omega_Force,6.5,190000,70000,0,110000,10000,0,9557
Metal_Gear_Solid_3:_Subsistence,PS2_b,Konami,Kojima_Productions,9.4,550000,340000,10000,150000,60000,0,9564
Suikoden_V,PS2_b,Konami,Hudson_Soft,7.9,350000,80000,60000,190000,20000,0,9571
Metal_Gear_Ac!d_2,PSP_b,Konami,Kojima_Productions,8.3,180000,110000,10000,50000,10000,0,9571
Dynasty_Warriors_5_Empires,PS2_b,KOEI,Omega_Force,6.3,340000,110000,90000,120000,30000,0,9578
Rumble_Roses_XX,X360_b,Konami,Yuke's_Future_Media_Creators,6.5,130000,70000,10000,40000,10000,0,9578
Odama,GC_b,Nintendo,VIVARIUM_Inc.,6.5,110000,70000,20000,20000,0,0,9591
Battlefield_2:_Modern_Combat,X360_b,Electronic_Arts,Digtal_Illusions,7.8,410000,350000,20000,10000,30000,0,9592
Tomb_Raider:_Legend,X360_b,Eidos_Interactive,Crystal_Dynamics,8.1,370000,270000,70000,10000,30000,0,9592
Hitman:_Blood_Money,X360_b,Eidos_Interactive,IO_Interactive,8.1,390000,290000,60000,10000,30000,0,9641
Grand_Theft_Auto:_Liberty_City_Stories,PS2_b,Rockstar_Games,Rockstar_Leeds,8.3,3540000,1560000,1400000,70000,500000,0,9648
Metal_Gear_Solid:_Digital_Graphic_Novel,PSP_b,Konami,Kojima_Productions,7.6,40000,20000,0,20000,0,0,9655
N3:_Ninety-Nine_Nights,X360_b,Microsoft_Game_Studios,Q_Entertainment_/_Phantagram,6.3,300000,200000,30000,50000,20000,0,9718
Star_Fox_Command,DS_b,Nintendo,Nintendo_EAD_/_Q-Games,7.2,530000,380000,10000,100000,40000,0,9731
Disgaea_2:_Cursed_Memories,PS2_b,NIS_America,Nippon_Ichi_Software,7.9,330000,90000,70000,150000,20000,0,9732
LocoRoco,PSP_b,Sony_Computer_Entertainment,SCE_Japan_Studio,8.1,390000,140000,50000,160000,30000,4392,9739
Test_Drive_Unlimited,X360_b,Atari,Eden_Studios,8,320000,230000,40000,20000,20000,0,9739
Guilty_Gear_Judgment,PSP_b,Majesco,Arc_System_Works,7.5,160000,130000,0,20000,10000,0,9739
Cooking_Mama,DS_b,Majesco,Office_Create,6.6,5660000,3090000,1920000,70000,580000,0,9746
LEGO_Star_Wars_II:_The_Original_Trilogy,PS2_b,LucasArts,Traveller's_Tales,8.4,2690000,1850000,640000,10000,190000,0,9746
Mega_Man_ZX,DS_b,Capcom,Inti_Creates,8.1,280000,160000,0,100000,20000,0,9746
Samurai_Warriors_2,PS2_b,KOEI,Omega_Force,5.6,610000,20000,20000,570000,10000,0,9753
NBA_Live_07,PS2_b,EA_Sports,EA_Canada,6.3,1300000,1070000,40000,20000,170000,0,9759
Baten_Kaitos_Origins,GC_b,Nintendo,tri-Crescendo_/_Monolith_Soft,7.5,100000,60000,20000,20000,0,0,9759
Naruto:_Clash_of_Ninja_2,GC_b,D3_Publisher,8ing/Raizing,7.4,1040000,440000,120000,450000,30000,0,9760
Just_Cause,X360_b,Eidos_Interactive,Avalanche_Studios,7.3,140000,100000,30000,10000,10000,0,9761
FIFA_07_Soccer,PS2_b,EA_Sports,Team_Fusion,8.4,4110000,710000,2480000,30000,890000,0,9767
Tom_Clancy's_Splinter_Cell:_Double_Agent,X360_b,Ubisoft,Ubisoft_Shanghai,8.5,780000,670000,40000,10000,60000,0,9781
Medal_of_Honor_Heroes,PSP_b,Electronic_Arts,Team_Fusion,6.7,2660000,860000,1110000,10000,670000,0,9784
Capcom_Classics_Collection_Reloaded,PSP_b,Capcom,Capcom,7.1,330000,260000,0,30000,30000,0,9788
Grand_Theft_Auto:_Vice_City_Stories,PSP_b,Rockstar_Games,Rockstar_Leeds,8.4,5080000,1700000,2030000,160000,1190000,0,9795
Need_for_Speed_Carbon,X360_b,Electronic_Arts,EA_Black_Box,7.9,1650000,760000,690000,20000,180000,0,9795
Need_for_Speed_Carbon,PS2_b,Electronic_Arts,EA_Black_Box,7.7,1340000,1220000,50000,50000,10000,0,9795
Children_of_Mana,DS_b,Nintendo,Next_Entertainment,7,480000,160000,10000,290000,10000,0,9796
Call_of_Duty_3,X360_b,Activision,Treyarch,8,2700000,1490000,920000,20000,270000,0,9802
Tony_Hawk's_Project_8,X360_b,Activision,Neversoft_Entertainment,8.4,490000,440000,20000,0,40000,0,9802
Dead_or_Alive_Xtreme_2,X360_b,Tecmo,Team_Ninja,5.3,250000,150000,20000,60000,20000,0,9808
WWE_SmackDown_vs._RAW_2007,PS2_b,THQ,Yuke's,8,2580000,1400000,880000,30000,260000,0,9809
Rayman_Raving_Rabbids,Wii_b,Ubisoft,Ubisoft_Montpellier,7.5,1420000,1220000,70000,20000,110000,0,9809
Genji:_Days_of_the_Blade,PS3_b,Sony_Computer_Entertainment,Game_Republic,5,750000,180000,380000,60000,140000,0,9809
GT_Pro_Series,Wii_b,Ubisoft,MTO,3.7,520000,460000,10000,20000,40000,0,9809
Trauma_Center:_Second_Opinion,Wii_b,Atlus,Atlus_Co.,8.2,340000,280000,10000,30000,30000,0,9809
Call_of_Duty_3,PS3_b,Activision,Treyarch,7.7,1510000,600000,630000,30000,260000,0,9810
Need_for_Speed_Carbon,PS3_b,Electronic_Arts,EA_Black_Box,7.8,1240000,490000,510000,30000,200000,0,9812
Tony_Hawk's_Project_8,PS3_b,Activision,Neversoft_Entertainment,7.9,630000,300000,230000,10000,100000,0,9812
Need_for_Speed_Carbon,Wii_b,Electronic_Arts,EA_Black_Box,6.4,1280000,450000,660000,20000,150000,0,9814
Excite_Truck,Wii_b,Nintendo,Monster_Games_Inc.,7,530000,390000,30000,80000,40000,0,9814
Tom_Clancy's_Rainbow_Six:_Vegas,X360_b,Ubisoft,Ubisoft_Montreal,8.8,1950000,1090000,650000,20000,200000,0,9815
Metal_Gear_Solid:_Portable_Ops,PSP_b,Konami,Kojima_Productions,8.7,1190000,380000,350000,380000,90000,0,9830
Castlevania:_Portrait_of_Ruin,DS_b,Konami,Konami,8.5,400000,310000,20000,40000,30000,0,9830
Elebits,Wii_b,Konami,Konami,7.3,320000,220000,10000,80000,20000,0,9837
Phoenix_Wright:_Ace_Attorney_-_Justice_for_All,DS_b,Capcom,Capcom,7.6,530000,210000,40000,260000,30000,0,9871
Hotel_Dusk:_Room_215,DS_b,Nintendo,Cing,8,540000,260000,40000,220000,30000,0,9877
Rogue_Galaxy,PS2_b,Sony_Computer_Entertainment,Level_5,8.3,840000,240000,160000,390000,50000,0,9885
Winning_Eleven:_Pro_Evolution_Soccer_2007,PS2_b,Konami,Konami_Computer_Entertainment_Tokyo,8.8,4390000,100000,2390000,1050000,860000,0,9892
Winning_Eleven:_Pro_Evolution_Soccer_2007,PSP_b,Konami,Konami_Computer_Entertainment_Tokyo,8.2,860000,10000,720000,120000,10000,0,9892
Lunar_Knights,DS_b,Konami,Kojima_Productions,8.2,230000,170000,10000,40000,10000,0,9892
Ratchet_&_Clank:_Size_Matters,PSP_b,Sony_Computer_Entertainment,High_Impact_Games,8.5,3750000,1400000,1400000,100000,860000,0,9899
Virtua_Fighter_5,PS3_b,Sega,Sega-AM2,8.7,1080000,290000,520000,80000,200000,0,9906
Bullet_Witch,X360_b,Atari,Cavia_Inc.,6.6,100000,70000,10000,20000,10000,0,9913
Burnout_Dominator,PSP_b,Electronic_Arts,Criterion_Games,7.8,450000,20000,380000,10000,50000,0,9921
Def_Jam_Icon,PS3_b,Electronic_Arts,Unknown,6.6,430000,160000,190000,0,70000,0,9921
Def_Jam_Icon,X360_b,Electronic_Arts,Unknown,6.3,350000,300000,10000,0,30000,0,9921
Custom_Robo_Arena,DS_b,Nintendo,Noise_Inc.,7.4,160000,10000,20000,120000,0,0,9934
The_Elder_Scrolls_IV:_Oblivion,PS3_b,Bethesda_Softworks,4J_Studios,9.3,3120000,1690000,860000,140000,440000,0,9935
Cooking_Mama:_Cook_Off,Wii_b,Majesco,Office_Create,5.9,2890000,1410000,1120000,50000,300000,0,9935
Armored_Core_4,X360_b,Sega,From_Software,6.5,250000,190000,10000,30000,20000,0,9935
Armored_Core_4,PS3_b,Sega,From_Software,6.6,200000,90000,0,90000,10000,0,9935
Earth_Defense_Force_2017,X360_b,D3_Publisher,Sandlot,7.4,80000,40000,10000,30000,0,0,9935
Valhalla_Knights,PSP_b,Xseed_Games,K2_LLC,5.2,240000,150000,0,70000,10000,0,9963
Spider-Man_3,PS2_b,Activision,Vicarious_Visions,4.4,900000,740000,30000,10000,120000,0,9980
Spider-Man_3,PS3_b,Activision,Treyarch,6.6,670000,260000,290000,20000,110000,0,9980
Etrian_Odyssey,DS_b,Atlus,Atlus_Co._/_Lancarse,7.4,330000,190000,30000,90000,20000,0,9991
Innocent_Life:_A_Futuristic_Harvest_Moon,PSP_b,Natsume,ArtePiazza,6.5,160000,80000,30000,30000,20000,0,9991
